state,acgme_id,rise_program_id,program_name,field,registry_value,research_supported_value,discrepancy_class,supporting_source,confidence,recommended_action,evidence_provenance,note,adversarially_validated
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Family Medical Leave Paid Days,15,"Up to six (6) weeks of paid continuous Medical, Parental and Caregiver Leave, available once during residency/fellowship, with up to 2 weeks of accrued PTO/EIB used to supplement pay",CONFIRMED_CORRECTION,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/stipend-and-benefits,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,"The registry's 15 is FREIDA's field_leave_paid, which is the vacation figure; the actual institutional parental/caregiver leave benefit is far more generous and is published separately.",NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Call Schedule,Year 1: N/A; Year 2: N/A; Year 3: N/A; Year 4: N/A,"FREIDA field_call_schedule holds four literal 'N/A' entries and field_beeper_home_call = [99,99,99,99] (99 is a FREIDA sentinel); the program actually runs a quantified night-float system",SEMANTIC_MISMATCH,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"'N/A' is unanswered, not 'no call'.",NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Clinic Structure / Non Hospital Ambulatory Care Percent,Hospital outpatient: 50%; Non-hospital ambulatory care: NGO,field_training_outpatient_clinic = 50; field_train_ambulatory_nonhospit = 999 (a FREIDA sentinel the registry renders as 'NGO'/Negotiable),SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800167,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,The 999 sentinel is the same null-written-as-a-number family the contract flagged; the registry's own Evidence Notes acknowledge this rendering.,NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Survey Received,2025-06-11,"2026-06-30 (FREIDA field_date_received), node created and published 2026-08-20",STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800167,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,ROOT CAUSE OF MOST OTHER DEFECTS IN THIS ROW. The registry snapshot (release dated 2026-07-09) captured the prior year's survey; an entirely new survey generation published six weeks later. Every stale figure above traces to this.,NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,FREIDA Last Updated,2026-07-08,2026-08-20T03:29:31Z (node changed); institution node 2026-08-19; specialty node 2026-08-21,STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800167,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,Superseded.,NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Evidence URL / Primary Source / Secondary Source,FREIDA program-work-schedule URL; https://bit.ly/2Y2SNUH; 'Official Residency Website listed by FREIDA',"FREIDA lists NO website for this program (field_website = null), so the 'Official Residency Website listed by FREIDA' provenance claim is not currently supportable",STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800167,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,Replace the bit.ly evidence URL with the canonical bswhealth.com program URL and the faculty/residents sub-page.,NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,IMG Friendly Indicators,FREIDA IMG graduates: 46.7%; visas: J-1 through ECFMG,Named roster shows 3 IMGs of 20 (15%); current FREIDA reports 31.2% on a base of 16; J-1 only is confirmed,GENUINE_SOURCE_CONFLICT,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,"The IMG-friendliness signal is overstated by the registry. The program IS demonstrably DO-friendly (6 DOs of 20, versus a 16.6% specialty average) and does take IMGs, but it is not the IMG-majority program the registry implies.",NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Milestone Evaluation / Board Certification Pass Rate Evaluation,No; No,"field_evaluate_res_fellow_2019 lists only 'Patient surveys', 'Portfolio system' and 'Objective structured clinical examinations (OSCE)'",SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800167,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,These are EVALUATION-METHODOLOGY flags. 'Board Certification Pass Rate Evaluation: No' does not mean the program has a poor or unknown pass rate; it means the program did not tick that item as one of its internal evaluation methods. Milestone evaluation is ACGME-mandatory regardless of what the surv,NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Debt Counseling,No,FREIDA field_resident_wellness array is EMPTY; separately BSWH GME publishes financial-wellness resources including the Employee Assistance Program and a free 30-minute financial consultation with a 25% network discount,SEMANTIC_MISMATCH,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/well-being-resources,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Another empty-array-rendered-as-No. The institution does in fact offer financial counselling resources.,NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Meal Allowance / Educational Stipend / Technology Allowance,All three: 'On-call meal allowance',"FREIDA field_program_offers_2021 = ['Free parking','On-call meal allowance'] — a single two-item list that the registry has copied into three differently-named columns",SEMANTIC_MISMATCH,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/stipend-and-benefits,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"There is no separate educational stipend or technology allowance datum. The BSWH GME benefits page separately documents a MONTHLY meal allowance (not merely on-call), institutional permit fee reimbursement, institutional medical society dues, three CME days, CME reimbursement and research-presentati",NO
TX,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,Osteopathic Recognition,No,Not stated in any source I opened; ACGME Osteopathic Recognition status is held in the CAPTCHA-gated ACGME system,INSUFFICIENT_EVIDENCE,https://freida.ama-assn.org/program/1804800167,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,"Cannot confirm or refute without defeating a CAPTCHA, which the contract forbids. Note the program nonetheless has 6 DO residents and 3 DO faculty.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Program Website,http://elpaso.ttuhsc.edu/fostersom/neurology/,https://ttuhscep.edu/som/academics/departments/neurology/index.aspx,STALE_REGISTRY_VALUE,https://ttuhscep.edu/som/academics/departments/neurology/index.aspx,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,"301 to https://ttuhscep.edu/som/neurology/, which itself 404s. Two hops stale.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Program Status,FREIDA: not accepting current year; accepting next year,accepting current year = true; accepting next year = false,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Exactly inverted in the survey received 2026-06-15.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Total Residents,16,Approved complement 16; probable census 16 (from FREIDA percentages resolving to integers); nameable published roster 7,COMPLEMENT_VS_CENSUS,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/resident-profiles.aspx,MEDIUM,SPLIT_INTO_TWO_FIELDS,STAGE_B_STRUCTURED_PER_FIELD,The contract's predicted complement-vs-census defect. 16 is the complement. | RECLASSIFIED by orchestrator from SEMANTIC_MISMATCH: the underlying defect is approved complement stored where census is expected.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Salary PGY1,61114,"$61,114.36 on the program page (self-labelled both 2025-26 and 2024-25); $62,642 in the FREIDA survey received 2026-06-15",STALE_REGISTRY_VALUE,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/salary-and-benefits.aspx,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,Faithful copy of the program page but one cycle behind FREIDA - the contract's predicted salary-staleness defect.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Salary PGY2,63109,"$63,109.69 (page) / $64,687 (FREIDA 2026)",STALE_REGISTRY_VALUE,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/salary-and-benefits.aspx,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,As above.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Salary PGY3,65099,"$65,099.91 (page) / $66,727 (FREIDA 2026)",STALE_REGISTRY_VALUE,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/salary-and-benefits.aspx,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,As above.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Salary PGY4,67092,"$67,092.82 (page) / $68,770 (FREIDA 2026)",STALE_REGISTRY_VALUE,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/salary-and-benefits.aspx,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,As above.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Vacation,15,15 days PGY-1 and PGY-2; 20 days PGY-3 and PGY-4; plus 12 paid sick days from PGY-2,SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800168,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Registry records only the intern-year value under an unqualified field name.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Application Deadline,2025-09-30,December 1,CONFIRMED_CORRECTION,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/frequently-asked-questions.aspx,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,"Matches no program-published date in any era. The most consequential registry error for this applicant, since it would have made the program look unreachable on her Step 2 timeline.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Applicant Interview Format,In Person,Program FAQ says virtual (scoped to 2023-2024); FREIDA field_interview_type=1 with video_interview=false; OPDA specialty recommendation is Virtual,GENUINE_SOURCE_CONFLICT,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/frequently-asked-questions.aspx,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Current format genuinely unknown from published sources.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Interviews Conducted Last Year,40,50 (2025),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,FREIDA 2026 field_interviews_conducted.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Interviews Per First Year Position,10.0:1,12.5:1 (50 interviews / 4 positions),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Recomputed from the 2026 survey.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Historical Interview Stats,2019: 0/3; 2020: 0/3; 2021: 10/2; 2022: 10/3; 2023: 40/4; 2024: 40/4,same series plus 2025: 50 interviews / 4 positions,STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800168,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,One year short.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Offers Preliminary Positions,Yes,"No - field_offers_preliminary_positio false, field_pgy1_post_type_categorical true, and the FAQ says 'Is a preliminary year required? No.'",CONFIRMED_CORRECTION,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/frequently-asked-questions.aspx,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Reflects the pre-2024/2025 advanced-program structure.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Visa Sponsorship,J-1 through ECFMG,Program: J-1 only via ECFMG. Institutional GME: no employment-visa sponsorship and no applicants on student/postgraduate visas. FREIDA 2026: field_visa_status EMPTY,GENUINE_SOURCE_CONFLICT,https://ttuhscep.edu/som/academics/graduate-medical-education/visa-information.aspx,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Program-level value is correct as far as it goes but omits an institutional restriction.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,US MD Step 1 Required,Yes,FREIDA survey received 2026-06-15 sets field_usmle_step_1_required = false,GENUINE_SOURCE_CONFLICT,https://freida.ama-assn.org/program/1804800168,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,A false checkbox is not read as 'not required'. Preserved as a conflict.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,IMG Step 2 Required,Yes,FREIDA 2026 field_usmle_step2_req_int = false; program document list implies Step 2 scores at submission; no minimum published,GENUINE_SOURCE_CONFLICT,https://freida.ama-assn.org/program/1804800168,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Central to domains 4 and 5 and to step2_timing.final_code.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,US MD Step 2 Required,No,"FREIDA 2026 field_usmle_step_2_required = false, consistent; but the program's own required-document list asks for Step 2 CK scores",INSUFFICIENT_EVIDENCE,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/application-process.aspx,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,Consistent with FREIDA but contradicted by the program page.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Step Preferences,US MD Step 1 passed: Yes; US MD Step 2 passed: No; IMG Step 1 passed: Yes; IMG Step 2 passed: Yes,"All four corresponding 2026 fields (usmle_us_md_pass_1, usmle_us_md_pass_ck, usmle_img_pass_1, usmle_img_pass_ck) are false",GENUINE_SOURCE_CONFLICT,https://freida.ama-assn.org/program/1804800168,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Whole-block reversal between survey years.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Program Faculty Count,9,11 physicians per FREIDA 2026; 9 named on the departmental faculty page,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,"NOT the null-as-zero sentinel here - 9 was a real count matching the faculty page, now grown to 11.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Faculty Distribution,Physicians: 9; non-physicians: 2,"FREIDA 2026: 11 physicians, 0 non-physicians",CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,"The 2026 '0 non-physicians' IS likely the null-as-zero sentinel, since two faculty nurse practitioners are named on the department page.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Faculty Resident Ratio,0.50:1,0.70,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Consistent with 11 physicians against a 16-resident complement.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Female Faculty Percent,37.50%,"FREIDA 2026 field_pct_ft_female = 18.20%; 37.5 in the same record is field_pct_female, which refers to RESIDENTS",GENUINE_SOURCE_CONFLICT,https://freida.ama-assn.org/program/1804800168,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Possible field-mapping error in the registry hydration.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,IMG Graduates Percent,72.7%,56.2%,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,"Denominator also changed, 11 to 16.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,US MD Graduates Percent,9.1%,18.8%,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Roughly doubled as the categorical conversion completed.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,DO Graduates Percent,18.2%,25.0%,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,As above.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Resident Gender Female Percent,45.5%,37.5%,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Denominator 11 to 16.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Medical Spanish Curriculum,Yes,"Traces to THIS adult program's own FREIDA checkbox field_resident_fellow_offer_2019 = 'Instruction in medical Spanish or other non-English language', still present in the 2026 survey; NOT corroborated by any program page, and the program's own FAQ says 'Do I need to speak Spanish? No.'",INSUFFICIENT_EVIDENCE,https://freida.ama-assn.org/program/1804800168,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,"EXPLICITLY NOT CROSS_PROGRAM_CONTAMINATION: this institution has no child neurology residency, and the checkbox belongs to program_id 1804800168's own survey record. But it is a bare disjunctive tick with no corroboration, and the institution's famous required Medical Spanish course is undergraduate",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Call Schedule,Year 1: Once per week for 12 week(s); Year 2: Once per week for 12 week(s); Year 3: Once per week for 6 week(s); Year 4: Once per week for 6 week(s),Year 1: EVERY FIFTH NIGHT for 12 weeks; Years 2-4 as registry states,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800168,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,The intern-year value appears to have been propagated from PGY-2. Materially different intern experience.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Board Certification Pass Rate Evaluation,Yes,The program USES graduates' board pass rates as an internal program-evaluation method; it publishes no rate,SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800168,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Reads like an outcome field but is a methods field. See domain 20.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Educational Stipend,On-call meal allowance,"FREIDA field_program_offers_2021 is a single multi-select: free parking, on-call meal allowance, technology allowance",SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800168,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"One multi-select copied into three differently-named registry fields (Meal Allowance, Educational Stipend, Technology Allowance), all reading 'On-call meal allowance'.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Technology Allowance,On-call meal allowance,as above,SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800168,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Same hydration artefact.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Survey Received,2025-06-25,2026-06-15,STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800168,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,"A full survey cycle newer, which is the root cause of most SUPERSEDED classifications above.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,FREIDA Last Updated,2026-02-19,node changed 2026-08-20T01:18:01Z; survey node changed 2026-08-20T03:29:31Z,STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800168,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,Six months newer.,NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Global Health Experience,No,No global health offering found at residency level; an institutional Border Health Program with a migrant clinic exists but is 2022-vintage news with no neurology involvement named,INSUFFICIENT_EVIDENCE,https://www.techtalkelpaso.com/home/teaching-during-a-crisis,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,"Registry value not contradicted, but the institutional border-health work is invisible in it.",NO
TX,1804800168,RISE-NEURO-0166,Texas Tech University HSC El Paso Program,Step 3 or COMLEX Level 3 Support,No,"No support offering found, but the institution imposes a Step 3 REQUIREMENT: 'Step 3 to be successfully passed by November in your PGY 2 year to receive your PGY 3 contract'",GENUINE_SOURCE_CONFLICT,https://ttuhscep.edu/som/academics/departments/neurology/education/residency-program/frequently-asked-questions.aspx,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,No support plus a hard promotion deadline is a meaningful combination the registry does not surface.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Total Residents,27,Actual AY2026-27 census 29 (9/7/7/6); actual AY2025-26 census 26 (7/7/6/6),COMPLEMENT_VS_CENSUS,https://www.utmb.edu/neuro/education/residency-program/our-team,MEDIUM,SPLIT_INTO_TWO_FIELDS,STAGE_B_STRUCTURED_PER_FIELD,"THE HEADLINE DEFECT. 27 is the sum of FREIDA's four per-year survey answers [6,6,7,8], which splices one offered-positions figure (8) onto three head-counts (7/6/6). It matches no real census in any year. Complement and census are reported separately in domain 11. | RECLASSIFIED by orchestrator from SEMANTIC_MISMATCH: the underlying defect is approved complement stored where census is expected.",NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Residents Per Year,PGY-1: 8; PGY-2: 7; PGY-3: 6; PGY-4: 6,AY2026-27 actual: PGY-1 9; PGY-2 7; PGY-3 7; PGY-4 6,SEMANTIC_MISMATCH,https://www.utmb.edu/neuro/education/residency-program/our-team,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"Same defect as Total Residents; the PGY-1 slot carries offered positions, not a head-count.",NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,First Year Positions,8,FREIDA 8 / program page 'seven per year' / applicant page 'up to five' / actual entering class 9,GENUINE_SOURCE_CONFLICT,https://www.utmb.edu/neuro/education/residency-program/our-program,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Four incompatible published values; none reconciles the others. See conflicts.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Current Residents PGY1,8,9 (AY2026-27),STALE_REGISTRY_VALUE,https://www.utmb.edu/neuro/education/residency-program/our-team,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,FREIDA survey received 2025-06-11; superseded twice over.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Current Residents PGY3,6,7 (AY2026-27),STALE_REGISTRY_VALUE,https://www.utmb.edu/neuro/education/residency-program/our-team,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Salary PGY1,66405,69725 effective 2026-07-01,STALE_REGISTRY_VALUE,https://www.utmb.edu/gme/salaries,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,Registry carries the 2025-07-01 table; recovered current figure by reading the GME salary JPEG.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Salary PGY2,68654,72087 effective 2026-07-01,STALE_REGISTRY_VALUE,https://www.utmb.edu/gme/salaries,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Salary PGY3,70783,74322 effective 2026-07-01,STALE_REGISTRY_VALUE,https://www.utmb.edu/gme/salaries,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Salary PGY4,73229,76890 effective 2026-07-01,STALE_REGISTRY_VALUE,https://www.utmb.edu/gme/salaries,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Vacation,12,Program page advertises '4 weeks of PTO vacation',GENUINE_SOURCE_CONFLICT,https://www.utmb.edu/neuro/education/residency-program/applicant-info,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,12 days vs 4 weeks cannot both be literal unless PTO aggregates vacation + sick (12+12=24). A third secondary figure (15 business days) also exists.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,Sick Days,12,Not published by program or GME,INSUFFICIENT_EVIDENCE,https://www.utmb.edu/neuro/education/residency-program/applicant-info,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,FREIDA-only; no UTMB page corroborates.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,International Graduates,96.0%,21 of 29 current residents (72%) graduated from schools outside the US,CONFIRMED_CORRECTION,https://www.utmb.edu/neuro/education/residency-program/our-team,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,FREIDA percentage is stale by one to two match cycles.,NO
TX,1804811109,RISE-NEURO-0253,University of Texas Medical Branch Hospitals Program,US Graduates,US MD: 4.0%; DO: 0.0%,"3 of 29 hold a US MD degree (10%, incl. 1 Puerto Rico LCME); 5 of 29 are DOs (17%)",CONFIRMED_CORRECTION,https://www.utmb.edu/neuro/education/residency-program/our-team,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,'DO 0.0%' is decisively wrong against a roster containing five DOs.,NO
